name,description,datasheet,sample,analysis,included,excluded,quality_control,license,intended_uses,prohibited_uses,monitoring,feedback,training_emissions,training_time,training_hardware,adaptation,output_space,terms_of_service,monthly_active_users,user_distribution,failures,type_id,organization_id,created_date_id,link_type_id,modality_id,size_id,dependencies_id,access_id,model_type_id
Cohere Classify Endpoint,"This endpoint makes a prediction about which label best fits a specified text input. To make a prediction, Classify uses the provided examples of text + label pairs as a reference.
",,,,,,"The new users of the API get a limited access restricting the sizes of the models as well as the number of tokens that can be used. Users are required to go through an internal application to upgrade to full access [[Limited Access]](https://docs.cohere.ai/limited-access).
","Limited use license to Cohere platform users [[Terms of Use]](https://cohere.ai/terms-of-use).
","Intended to be used by developers who would like to incorporate NLP into their applications [[Cohere Website]](https://cohere.ai/).
","The usage of the API is bound by the Cohere usage guidelines. Disallowed use cases include violence and threats, antisocial and antidemocratic uses, deceit, attacks on security or privacy, unsafe unsupervised uses, decision-making, high-Risk generations among others [[Usage Guidelines]](https://docs.cohere.ai/usage-guidelines).
","All applications developed using the Cohere API is subject to review by Cohere.
","General feedback as well as the violations of the usage guidelines can be reported to Cohere at responsibility at cohere.ai [[Usage Guidelines]](https://docs.cohere.ai/usage-guidelines).
",,,,unknown,embedding,https://cohere.ai/terms-of-use,unknown,unknown,unknown,0,41,62,3,-1,-1,46,1,4
Cohere Summarize Endpoint,"This endpoint generates a succinct version of the original text that relays the most important information.
",,,,,,"The new users of the API get a limited access restricting the sizes of the models as well as the number of tokens that can be used. Users are required to go through an internal application to upgrade to full access [[Limited Access]](https://docs.cohere.ai/limited-access).
","Limited use license to Cohere platform users [[Terms of Use]](https://cohere.ai/terms-of-use).
","Intended to be used by developers who would like to incorporate NLP into their applications [[Cohere Website]](https://cohere.ai/).
","The usage of the API is bound by the Cohere usage guidelines. Disallowed use cases include violence and threats, antisocial and antidemocratic uses, deceit, attacks on security or privacy, unsafe unsupervised uses, decision-making, high-Risk generations among others [[Usage Guidelines]](https://docs.cohere.ai/usage-guidelines).
","All applications developed using the Cohere API is subject to review by Cohere.
","General feedback as well as the violations of the usage guidelines can be reported to Cohere at responsibility at cohere.ai [[Usage Guidelines]](https://docs.cohere.ai/usage-guidelines).
",,,,unknown,generation,https://cohere.ai/terms-of-use,unknown,unknown,unknown,0,41,125,3,-1,-1,302,1,4
Cohere Embedv3 (English),"As of release, Cohere Embedv3 is Cohere's latest and most advanced embeddings model.",,,Achieves SOTA performances on trusted MTEB and BEIR benchmarks.,,,,unknown,,,,https://huggingface.co/Cohere/Cohere-embed-english-v3.0/discussions,unknown,unknown,unknown,,,,,,,2,41,228,3,62,198,302,1,3
Aya,Aya is a massively multilingual generative language model that follows instructions in 101 languages of which over 50% are considered as lower-resourced.,,,Evaluated on standard LLM and multilingual benchmarks in comparison to SotA models.,,,,Apache 2.0,,,unknown,https://huggingface.co/CohereForAI/aya-101/discussions,unknown,unknown,unknown,,,,,,,2,43,268,4,62,39,294,2,3
Command-R,Command-R is a scalable generative model targeting RAG and Tool Use to enable production-scale AI for enterprise.,,,,,,,CC BY NC 4.0,,,,https://huggingface.co/CohereForAI/c4ai-command-r-v01/discussions,unknown,unknown,unknown,,,,,,,2,41,280,3,62,118,302,2,3
Aya Dataset,The Aya Dataset is a dataset that consists of original human-curated prompt-completion pairs written by fluent speakers of 65 languages.,https://huggingface.co/datasets/CohereForAI/aya_dataset,[],unknown,,,,Apache 2.0,,,unknown,https://huggingface.co/datasets/CohereForAI/aya_dataset/discussions,,,,,,,,,,1,42,267,4,37,77,302,2,4
Rerank 3,Rerank 3 is a new foundation model for efficient enterprise search and retrieval with 4k context length.,,,"Evaluated on code retrieval and data retrieval capabilities, with improvements compared to the standard in both.",,,,unknown,Efficient enterprise search and retrieval.,,unknown,,unknown,unknown,unknown,,,,,,,2,41,294,0,62,198,302,1,4
Grok-1,"Grok is an AI modeled after the Hitchhiker’s Guide to the Galaxy,",,,Grok-1 was evaluated on a range of reasoning benchmark tasks and on curated foreign mathematic examination questions.,,,,Apache 2.0,"Grok-1 is intended to be used as the engine behind Grok for natural language processing tasks including question answering, information retrieval, creative writing and coding assistance.",,unknown,,unknown,unknown,unknown,,,,,,,2,191,230,3,62,110,302,2,4
Grok-1.5V,"Grok-1.5V is a first-generation multimodal model which can process a wide variety of visual information, including documents, diagrams, charts, screenshots, and photographs.",,,"The model is evaluated in a zero-shot setting without chain-of-thought prompting. The evaluation domains include multi-disciplinary reasoning, understanding documents, science diagrams, charts, screenshots, photographs and real-world spatial understanding. The model shows competitive performance with existing frontier multimodal models.",,,,unknown,"Grok-1.5V can be used for understanding documents, science diagrams, charts, screenshots, photographs. It can also translate diagrams into Python code.",unknown,unknown,,unknown,unknown,unknown,,,,,,,2,191,295,0,28,198,302,1,4
Speak,Speak is an AI-powered language learning app focused on building the best path to spoken fluency and is the the fastest-growing English app in South Korea.,,,,,,,,,,,,,,,,,,,,,0,158,129,0,-1,-1,272,2,4
OceanGPT,OceanGPT is the first-ever LLM in the ocean domain and displays expertise in various ocean science tasks.,,,Evaluated on standard and ocean science benchmarks in comparison to other similar-sized models.,,,,MIT,,,unknown,https://huggingface.co/zjunlp/OceanGPT-7b/discussions,unknown,7 days,6 A800 NVIDIA GPUs,,,,,,,2,189,265,3,62,186,302,2,3
BioMedLM,,,,,,,,bigscience-bloom-rail-1.0,,,,,,,,,,,,,,2,161,107,3,62,71,255,2,4
RoentGen,RoentGen is a generative medical imaging model that can create visually convincing X-ray images.,,,Evaluated on own framework that tests domain-specific tasks in medical field.,,,,,,,,,unknown,60k training steps per day,64 A100 GPUs,,,,,,,2,161,100,4,53,111,240,2,4
CORGI,Model trained to generate language corrections for physical control tasks.,,,"Evaluated on three physical control tasks, drawing, steering, and human body movement on various dynamics",,,,MIT,,,,,,unknown,one NVIDIA A40 GPU,,,,,,,2,161,172,4,16,30,82,2,4
Alpaca dataset,"Alpaca dataset consistes of 52,000 instruction-following demonstrations generated in the style of the [Self-Instruct framework](https://github.com/yizhongw/self-instruct) using OpenAI's text-davinci-003 engine. This instruction data can be used to conduct instruction-tuning for language models and make the language model follow instruction better.
",https://huggingface.co/datasets/tatsu-lab/alpaca,[],,,,,CC BY-NC 4.0,Alpaca is intended and licensed for research use only.,,,Feedback can be provided on [[GitHub Issues]](https://github.com/tatsu-lab/stanford_alpaca/issues).,,,,,,,,,,1,161,136,3,38,146,299,2,4
Alpaca,"Alpaca-7B is an instruction-following model fine-tuned from the LLaMA 7B model on 52K instruction-following demonstrations.
",,,,,,,CC BY NC 4.0 (model weights),Alpaca is intended and licensed for research use only.,,,Feedback can be provided on [[GitHub Issues]](https://github.com/tatsu-lab/stanford_alpaca/issues).,unknown,,,,,,,,,2,161,136,3,38,185,149,2,4
AutoMathText,AutoMathText is an extensive and carefully curated dataset encompassing around 200 GB of mathematical texts.,https://huggingface.co/datasets/math-ai/AutoMathText,[],Mistral model fine-tuned on AutoMathText and evaluated on the MATH dataset.,,,,CC BY-SA 4.0,,,unknown,https://huggingface.co/datasets/math-ai/AutoMathText/discussions,,,,,,,,,,1,94,268,1,37,72,199,2,4
Nous Hermes 2,Nous Hermes 2 Mixtral 8x7B DPO is the new flagship Nous Research model trained over the Mixtral 8x7B MoE LLM.,,,"Evaluated across standard benchmarks and generally performs better than Mixtral, which it was fine-tuned on.",,,unknown,Apache 2.0,,,unknown,https://huggingface.co/NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO/discussions,unknown,unknown,unknown,,,,,,,2,118,251,2,51,186,175,2,3
YaRN LLaMA 2,YaRN LLaMA 2 is an adapted version of LLaMA 2 using the YaRN extension method.,,,Evaluated across a variety of standard benchmarks in comparison to LLaMA 2.,,,,LLaMA 2,,,unknown,https://huggingface.co/NousResearch/Yarn-Llama-2-70b-32k/discussions,unknown,unknown,unknown,,,,,,,2,119,227,4,62,173,140,2,3
Nous Capybara,The Capybara series is a series of LLMs and the first Nous collection of models made by fine-tuning mostly on data created by Nous in-house.,,,,,,,MIT,,,unknown,https://huggingface.co/NousResearch/Nous-Capybara-34B/discussions,unknown,unknown,unknown,,,,,,,2,118,234,2,62,117,283,2,3
YaRN Mistral,YaRN Mistral is an adapted version of Mistral using the YaRN extension method.,,,Evaluated across a variety of standard benchmarks in comparison to Mistral.,,,,MIT,,,unknown,https://huggingface.co/NousResearch/Yarn-Mistral-7b-128k/discussions,unknown,unknown,unknown,,,,,,,2,119,227,4,62,186,174,2,3
OpenHermes 2.5 Mistral,"OpenHermes 2.5 Mistral 7B is a state of the art Mistral Fine-tune, a continuation of OpenHermes 2 model, trained on additional code datasets.",,,Evaluated on common LLM benchmarks in comparison to other Mistral derivatives.,,,,Apache 2.0,,,unknown,https://huggingface.co/teknium/OpenHermes-2.5-Mistral-7B/discussions,unknown,unknown,unknown,,,,,,,2,118,229,2,62,186,174,2,3
Hermes 2 Pro-Mistral,"Hermes 2 Pro on Mistral 7B is an upgraded, retrained version of Nous Hermes 2. This improved version excels at function calling, JSON Structured Outputs, and several other areas, scoring positively on various benchmarks.",,,"The model was examined across a range of benchmarks including GPT4All, AGIEval, BigBench, TruthfulQA and in-house evaluations of function calling and JSON mode.",,,"The model was evaluated across multiple tasks, displaying notable scores in GPT4All, AGIEval, BigBench, and TruthfulQA. It also has a high score on function calling and JSON mode, indicating the robustness of its capabilities.",Apache 2.0,"The model is intended for general task and conversation capabilities, function calling, and JSON structured outputs.",unknown,unknown,https://huggingface.co/NousResearch/Hermes-2-Pro-Mistral-7B/discussions,unknown,unknown,unknown,,,,,,,2,117,279,2,62,186,172,2,3
Genstruct,"Genstruct is an instruction-generation model, designed to create valid instructions given a raw text corpus. This enables the creation of new, partially synthetic instruction finetuning datasets from any raw-text corpus. This work was inspired by Ada-Instruct and the model is also trained to generate questions involving complex scenarios that require detailed reasoning.",,,unknown,,,unknown,Apache 2.0,"The model is intended for instruction-generation, creating questions involving complex scenarios and generating reasoning steps for those questions.",unknown,unknown,https://huggingface.co/NousResearch/Genstruct-7B/discussions,unknown,unknown,unknown,,,,,,,2,117,278,2,62,186,302,2,3
